x,y
10.824350,0.000127
11.459400,0.059935
12.251092,1.142846
11.453040,0.057302
12.929224,0.220053
12.450170,1.050358
13.107247,0.075441
11.181437,0.006132
13.861059,0.000043
12.142759,1.040844
12.911958,0.240707
12.517746,0.946535
13.463531,0.003991
12.806768,0.393944
12.664216,0.662469
11.973781,0.739369
13.181245,0.044714
11.971739,0.735243
12.941910,0.205689
11.350774,0.026559
12.929194,0.220088
12.448367,1.052728
13.263469,0.023697
11.275259,0.014230
12.680057,0.630566
11.155088,0.004777
11.580622,0.132277
10.777864,0.000071
12.656668,0.677731
10.763354,0.000059
10.968476,0.000690
10.943188,0.000519
10.775180,0.000068
13.457611,0.004227
12.027098,0.845153
12.446497,1.055160
12.529659,0.925648
10.842541,0.000159
12.049226,0.887162
12.252689,1.143581
13.857446,0.000045
12.552444,0.884047
12.074269,0.932606
10.866259,0.000211
10.609207,0.000007
12.059091,0.905361
13.615620,0.000823
11.941999,0.675034
10.967668,0.000684
13.683548,0.000382
13.327325,0.013918
11.243126,0.010755
10.859118,0.000194
11.098806,0.002749
11.342727,0.024907
10.661129,0.000015
10.767849,0.000062
11.453071,0.057315
11.646803,0.193479
13.595977,0.001020
13.757741,0.000158
10.765327,0.000060
13.655395,0.000528
12.459960,1.037093
12.984006,0.162830
11.571037,0.124809
11.477015,0.067758
12.440889,1.062303
13.332596,0.013299
12.300397,1.154346
10.685971,0.000021
10.918211,0.000390
12.942213,0.205354
13.084016,0.088067
12.744931,0.503996
10.655577,0.000014
11.364904,0.029691
12.271400,1.150401
13.837324,0.000058
13.896394,0.000027
12.427129,1.078830
10.683486,0.000020
13.288450,0.019321
12.994391,0.153359
12.406471,1.100846
10.750839,0.000050
12.534381,0.917197
13.763559,0.000147
13.635058,0.000664
11.928004,0.646773
12.756264,0.482902
13.986146,0.000008
10.844914,0.000163
13.220934,0.033144
11.476786,0.067651
10.930987,0.000452
10.755192,0.000053
10.663785,0.000016
10.792830,0.000086
11.346102,0.025589
10.750529,0.000050
12.355550,1.139531
12.945492,0.201756
13.397313,0.007468
10.779205,0.000072
10.794377,0.000087
12.620614,0.750677
11.810159,0.422771
10.872910,0.000229
12.660381,0.670221
12.069245,0.923695
11.847216,0.489341
13.703763,0.000302
10.854736,0.000184
11.416946,0.044121
10.660928,0.000015
13.248356,0.026743
12.137007,1.032848
10.898005,0.000308
12.604589,0.782831
13.073977,0.094026
11.677418,0.227847
10.881735,0.000254
12.930624,0.218434
13.137370,0.061311
12.106870,0.987471
12.916117,0.235615
10.941759,0.000511
13.770419,0.000135
13.861353,0.000043
13.036136,0.119437
11.080407,0.002281
12.419392,1.087479
11.217345,0.008537
12.574705,0.841668
13.805105,0.000088
13.669797,0.000448
13.875503,0.000035
13.148340,0.056744
12.213999,1.119154
12.648328,0.694620
10.956665,0.000605
11.640603,0.186999
11.496549,0.077397
12.621547,0.748796
13.882164,0.000032
12.332312,1.149313
12.840161,0.340310
12.184415,1.091559
13.193669,0.040772
13.187947,0.042549
13.379165,0.008811
12.639801,0.711894
13.889591,0.000029
11.271831,0.013817
10.809512,0.000106
12.019599,0.830601
11.915367,0.621396
13.605837,0.000917
12.120983,1.009422
10.915489,0.000378
12.703769,0.583365
11.593484,0.142832
12.732630,0.527295
12.537221,0.912068
13.445714,0.004741
12.165790,1.070506
11.301004,0.017698
11.520698,0.090826
12.759509,0.476932
13.994450,0.000007
13.436193,0.005192
13.156457,0.053550
13.766558,0.000142
12.781134,0.438001
13.882478,0.000032
13.080960,0.089848
12.644665,0.702040
12.441697,1.061288
13.331120,0.013470
13.243218,0.027854
11.054184,0.001740
12.477506,1.011702
11.430879,0.048869
12.788119,0.425761
13.811626,0.000081
13.135053,0.062313
12.068123,0.921691
12.376218,1.126614
11.287383,0.015780
13.305890,0.016703
12.928297,0.221130
13.536960,0.001908
10.836210,0.000147
10.656195,0.000014
11.111824,0.003131
13.425623,0.005739
13.151921,0.055316
11.154301,0.004741
11.689977,0.243102
12.100471,0.977139
13.880188,0.000033
12.971432,0.174872
13.836459,0.000059
14.025279,0.000004
10.656920,0.000014
13.995737,0.000007
12.272168,1.150610
13.063073,0.100860
12.915858,0.235930
12.906023,0.248102
13.435308,0.005236
11.349367,0.026264
13.804647,0.000088
11.024050,0.001266
11.946127,0.683389
13.082314,0.089055
13.483621,0.003276
12.681070,0.628533
12.723089,0.545628
11.974387,0.740593
12.937256,0.210879
13.507692,0.002574
12.483916,1.001937
13.565753,0.001411
12.345829,1.144242
11.918271,0.627212
10.844234,0.000162
12.385949,1.119195
12.560135,0.869577
11.533295,0.098541
11.492617,0.075371
13.214679,0.034776
13.625806,0.000736
13.051750,0.108368
12.172662,1.078591
13.858020,0.000045
11.917425,0.625516
12.998708,0.149546
12.003015,0.797965
11.148769,0.004496
10.770257,0.000064
12.337268,1.147655
12.082723,0.947342
12.676203,0.638306
12.386108,1.119068
11.116423,0.003277
13.770438,0.000135
13.436197,0.005192
11.069855,0.002047
13.861047,0.000043
12.678751,0.633187
12.118284,1.005317
12.141123,1.038592
10.820955,0.000122
12.908624,0.244842
12.368047,1.132186
12.748268,0.497748
11.629771,0.176057
13.262541,0.023875
12.389802,1.116027
11.145854,0.004371
11.280324,0.014860
13.741181,0.000193
11.218214,0.008605
13.538742,0.001873
12.059243,0.905638
12.355892,1.139349
12.297285,1.154311
12.056441,0.900508
12.277960,1.152002
13.562164,0.001466
13.111967,0.073065
11.064407,0.001935
12.376454,1.126443
12.534423,0.917121
10.860209,0.000197
12.581056,0.829323
10.845099,0.000164
11.235970,0.010093
11.457950,0.059327
10.720781,0.000034
11.776801,0.367001
13.087231,0.086224
12.592447,0.806951
11.775056,0.364201
11.580899,0.132498
10.875831,0.000237
13.916280,0.000021
12.009421,0.810638
13.205644,0.037255
11.692941,0.246801
11.441558,0.052792
10.950494,0.000564
10.722288,0.000034
12.950875,0.195947
12.926780,0.222898
11.889636,0.570399
11.286439,0.015654
13.879547,0.000034
13.525488,0.002148
11.880826,0.553212
12.287827,1.153631
10.809313,0.000105
13.960967,0.000011
11.962806,0.717173
13.376044,0.009063
12.778895,0.441960
12.554584,0.880040
13.523100,0.002201
11.609597,0.156946
11.043008,0.001548
13.179543,0.045279
11.593556,0.142894
11.318095,0.020393
12.270142,1.150047
13.988365,0.000008
11.418025,0.044474
11.407993,0.041281
13.250039,0.026388
12.915986,0.235774
12.906112,0.247991
11.041583,0.001525
13.543678,0.001779
10.619364,0.000008
11.847495,0.489858
14.011952,0.000005
13.902942,0.000025
13.282346,0.020319
11.704036,0.260983
12.987630,0.159477
12.631690,0.728311
11.598484,0.147105
11.907393,0.605482
12.602580,0.786837
13.237201,0.029205
11.279094,0.014705
11.226258,0.009253
11.913682,0.618026
12.450023,1.050552
13.160103,0.052165
13.312585,0.015785
13.117012,0.070594
13.627667,0.000721
11.510948,0.085194
12.383854,1.120863
12.724616,0.542679
11.774474,0.363271
12.890318,0.268404
11.722706,0.286047
12.284839,1.153237
11.532978,0.098341
12.181415,1.088354
13.779494,0.000121
12.407084,1.100243
11.017922,0.001186
13.476458,0.003516
11.325487,0.021666
14.015724,0.000005
13.128482,0.065231
13.919246,0.000020
13.504472,0.002659
13.462925,0.004014
13.354622,0.010971
11.338239,0.024025
13.084402,0.087844
13.213823,0.035005
13.292058,0.018752
11.772450,0.360044
12.590061,0.811658
11.744267,0.316847
11.322046,0.021065
12.686566,0.617530
12.107366,0.988262
12.789166,0.423942
11.814089,0.429612
11.369680,0.030819
11.639421,0.185781
11.734737,0.302989
10.952477,0.000577
14.009131,0.000006
12.674166,0.642404
10.996657,0.000942
11.773682,0.362006
11.833596,0.464355
14.013854,0.000005
11.739376,0.309687
11.724419,0.288421
12.958264,0.188171
13.819374,0.000073
11.300527,0.017628
11.757214,0.336286
13.497673,0.002848
11.539573,0.102576
13.843380,0.000054
13.591151,0.001075
13.068418,0.097463
14.020358,0.000005
11.484992,0.071568
13.731936,0.000216
13.241323,0.028274
12.609757,0.772495
12.582114,0.827257
13.842261,0.000055
13.567112,0.001391
11.964894,0.721401
12.869879,0.296416
11.927880,0.646523
11.451455,0.056661
11.016869,0.001172
13.287294,0.019507
11.525434,0.093668
12.660546,0.669886
14.022727,0.000005
13.732695,0.000214
12.206615,1.112965
11.206427,0.007729
13.402589,0.007114
11.803544,0.411381
13.757192,0.000159
11.614030,0.161006
11.090302,0.002523
12.837252,0.344805
12.653639,0.683863
13.498263,0.002831
13.386793,0.008222
11.774664,0.363575
11.939101,0.669173
10.911043,0.000359
11.800151,0.405599
13.885902,0.000031
13.315165,0.015443
13.994621,0.000007
12.984479,0.162389
11.923114,0.636933
12.313706,1.153439
13.236863,0.029283
13.197183,0.039711
10.807808,0.000103
10.985862,0.000837
10.950739,0.000566
10.990606,0.000882
12.253605,1.143992
11.529427,0.096118
12.308230,1.154020
12.513411,0.953969
11.438063,0.051480
11.074187,0.002140
12.916424,0.235242
11.243449,0.010786
11.753625,0.330827
12.534704,0.916615
12.983794,0.163028
13.904710,0.000024
13.303546,0.017036
11.677007,0.227360
13.390981,0.007914
12.187543,1.094824
11.033732,0.001403
11.664498,0.212859
10.833518,0.000142
10.862777,0.000203
12.901554,0.253771
12.118222,1.005222
11.164401,0.005222
12.262544,1.147587
11.953455,0.698233
13.911680,0.000022
13.644439,0.000597
13.034565,0.120598
12.948112,0.198914
13.706768,0.000291
12.602084,0.787826
13.939068,0.000015
11.970407,0.732552
11.946354,0.683850
13.650726,0.000556
10.829900,0.000136
11.747789,0.322066
12.253495,1.143943
11.565527,0.120666
11.839877,0.475806
13.687586,0.000365
10.869427,0.000220
12.599709,0.792553
12.422133,1.084470
12.164439,1.068873
13.435759,0.005214
12.281711,1.152732
13.299780,0.017583
10.649457,0.000013
11.050954,0.001683
11.299691,0.017505
10.622645,0.000009
13.218695,0.033721
11.771356,0.358306
11.288371,0.015913
13.025334,0.127597
11.284078,0.015344
12.176544,1.082996
13.926719,0.000018
12.895912,0.261050
11.444296,0.053840
11.884155,0.559687
12.565545,0.859286
12.213344,1.118624
10.660784,0.000015
13.531978,0.002009
11.106869,0.002980
12.502425,0.972389
11.845211,0.485628
11.673221,0.222900
11.155928,0.004816
12.690317,0.610042
12.836710,0.345647
11.357544,0.028022
13.179401,0.045326
11.356613,0.027817
13.212512,0.035357
12.683103,0.624459
13.149834,0.056144
12.583404,0.824735
13.484615,0.003244
12.220443,1.124163
11.626345,0.172697
12.331834,1.149460
13.524317,0.002174
14.005809,0.000006
12.572600,0.845736
12.109637,0.991868
12.416669,1.090410
11.466541,0.063011
11.217974,0.008586
11.419098,0.044828
13.040112,0.116538
11.552685,0.111427
13.317627,0.015123
13.340033,0.012468
12.567184,0.856152
11.710810,0.269903
13.703333,0.000303
12.472521,1.019118
12.604603,0.782801
12.889730,0.269184
13.590762,0.001080
11.472226,0.065552
12.761764,0.472803
13.699932,0.000316
12.707308,0.576397
13.732084,0.000216
13.148892,0.056522
13.660551,0.000498
12.653853,0.683430
11.671728,0.221159
11.889758,0.570637
12.080250,0.943067
11.556591,0.114176
12.478923,1.009564
13.299439,0.017633
11.655957,0.203340
13.057609,0.104430
11.188155,0.006529
12.919851,0.231107
10.874024,0.000232
12.048411,0.885644
13.502310,0.002718
12.014365,0.820364
11.564695,0.120050
12.715433,0.560489
12.728479,0.535243
11.700899,0.256919
11.971173,0.734100
12.371627,1.129819
10.826436,0.000130
13.615929,0.000820
12.406888,1.100437
12.285131,1.153279
11.337487,0.023880
11.002586,0.001005
11.056612,0.001785
10.737539,0.000042
11.500831,0.079652
10.807530,0.000103
12.032751,0.856027
11.320385,0.020780
12.373538,1.128508
13.622359,0.000764
13.937967,0.000015
11.895863,0.582639
12.814589,0.380989
12.884182,0.276625
12.492872,0.987883
11.847843,0.490504
12.041535,0.872736
11.604827,0.152663
13.700741,0.000313
11.384701,0.034612
13.054064,0.106799
13.558268,0.001527
11.320020,0.020718
13.622812,0.000760
12.192121,1.099457
13.428391,0.005591
11.914341,0.619344
12.270995,1.150289
12.746583,0.500898
12.584564,0.822464
12.528203,0.928235
13.031366,0.122989
13.134777,0.062434
13.930508,0.000017
13.259709,0.024425
13.289724,0.019119
13.332528,0.013307
13.696858,0.000327
12.794439,0.414837
12.873335,0.291553
13.689966,0.000355
11.751531,0.327668
13.699024,0.000319
12.236719,1.135157
12.842775,0.336302
13.688213,0.000362
12.898046,0.258281
11.673468,0.223189
12.457404,1.040620
13.854779,0.000047
11.324836,0.021551
12.943086,0.204391
13.107066,0.075533
10.800648,0.000094
12.222498,1.125683
13.076250,0.092649
13.615643,0.000823
13.603353,0.000942
11.921011,0.632709
11.341390,0.024641
13.030313,0.123784
14.002525,0.000006
13.091153,0.084018
10.896659,0.000303
13.796418,0.000098
12.194216,1.101519
10.765206,0.000060
11.527308,0.094812
11.369709,0.030826
10.669489,0.000017
11.011774,0.001110
11.372103,0.031405
13.910345,0.000022
10.884391,0.000262
12.496389,0.982237
11.128523,0.003692
11.064844,0.001944
12.469969,1.022854
10.588000,0.000005
13.260957,0.024181
12.935517,0.212842
11.627842,0.174159
13.274457,0.021676
13.117450,0.070383
10.617641,0.000008
12.986803,0.160238
13.765490,0.000144
11.152736,0.004671
11.853771,0.501562
11.231262,0.009677
13.125626,0.066534
10.788499,0.000081
13.527291,0.002108
12.200858,1.107813
13.047312,0.111429
12.766103,0.464900
12.412519,1.094760
11.123357,0.003510
11.782459,0.376160
13.000337,0.148126
11.482529,0.070373
12.280981,1.152600
11.330615,0.022589
14.004625,0.000006
12.989155,0.158081
12.489403,0.993382
10.880922,0.000252
13.354585,0.010975
12.010995,0.813740
12.138650,1.035155
11.359604,0.028481
11.922481,0.635661
12.826011,0.362496
13.131603,0.063832
13.550480,0.001657
13.051435,0.108583
13.957551,0.000012
12.424054,1.082325
11.273097,0.013968
10.682517,0.000020
11.118945,0.003360
11.131415,0.003799
12.383717,1.120971
12.459587,1.037609
11.843763,0.482953
13.238019,0.029018
11.020006,0.001212
12.589681,0.812408
13.631065,0.000694
12.028080,0.847049
11.622636,0.169111
12.036945,0.864034
11.900576,0.591949
12.118691,1.005939
12.025999,0.843030
12.009089,0.809983
13.754356,0.000165
13.543996,0.001774
11.996909,0.785819
12.585187,0.821242
12.928366,0.221049
13.173654,0.047279
13.206290,0.037073
13.415698,0.006299
11.194171,0.006904
10.824695,0.000127
13.281241,0.020505
13.378823,0.008838
13.374226,0.009212
12.805767,0.395619
13.900009,0.000026
12.662955,0.665016
10.587143,0.000005
12.455261,1.043543
13.866804,0.000040
12.392905,1.113382
10.688098,0.000022
13.204320,0.037631
12.417774,1.089228
12.382884,1.121623
12.555170,0.878942
10.590470,0.000006
11.916312,0.623287
12.721786,0.548148
10.717982,0.000033
11.992060,0.776132
12.783887,0.433157
11.358062,0.028137
10.719225,0.000033
13.189411,0.042088
13.627632,0.000721
12.677821,0.635056
11.078468,0.002236
13.837644,0.000058
13.364998,0.010006
13.172820,0.047568
12.219045,1.123107
11.142625,0.004237
13.727652,0.000227
13.778879,0.000122
11.016714,0.001170
13.950615,0.000013
11.431586,0.049120
12.246549,1.140623
11.739978,0.310563
11.199112,0.007227
11.787678,0.384719
13.756318,0.000161
13.961734,0.000011
11.082887,0.002340
11.543219,0.104980
11.901781,0.594336
12.822986,0.367343
12.068259,0.921933
12.413638,1.093601
13.247278,0.026973
11.020246,0.001216
13.294704,0.018344
12.256904,1.145407
11.293611,0.016633
12.080153,0.942899
10.600861,0.000007
12.055828,0.899382
13.233304,0.030110
11.510790,0.085106
11.826348,0.451297
11.089835,0.002511
13.477059,0.003495
12.704120,0.582673
11.298636,0.017351
11.068356,0.002016
11.924789,0.640302
11.284885,0.015449
10.588971,0.000005
11.397027,0.038016
11.485087,0.071614
12.857102,0.314832
12.233015,1.132867
11.646297,0.192944
13.326695,0.013993
11.690943,0.244303
11.919622,0.629922
13.023743,0.128834
11.742710,0.314557
12.314358,1.153351
12.592702,0.806446
11.765636,0.349301
12.280292,1.152471
13.609479,0.000881
12.417198,1.089845
12.196555,1.103777
11.656894,0.204369
12.028013,0.846919
11.695640,0.250202
13.410599,0.006605
10.783830,0.000076
11.958931,0.709325
11.450545,0.056296
13.984728,0.000008
12.790914,0.420913
13.086652,0.086554
11.033420,0.001399
13.346933,0.011739
11.710379,0.269329
11.097141,0.002703
14.012441,0.000005
13.490058,0.003073
13.655240,0.000529
12.878979,0.283723
13.841728,0.000055
11.951216,0.693696
12.375633,1.127033
12.081775,0.945707
12.952741,0.193962
